org_nr
985989087
911709163
991272658
929308913
916914660
930841501
921603037
993756156
998208726
936539289
998781558
996896609
917073295
916053770
976498062
997947967
932917726
994084232
914164710
932612976
990702438
927548380
815886992
927727315
930829064
924790822
921549741
923579982
833554662
878684672
934469488
926156462
931788043
971096187
922999007
868260912
983091237
930860522
930936448
930387487
925493198
925208213
980243974
990788782
999515606
987928824
989011766
851134522
911753634
999114660
934663365
915248195
936978843
927535866
929083849
919195193
996817873
936589049
936703615
916217536
919958456
923810390
919458666
924965304
919388730
996324613
923177035
883432932
922859744
883953282
933380211
921391722
937250835
922695245
923039643
923152830
996638707
999024467
832336882
919509740
990012237
922304750
937374801
819767122
929293339
937549563
936507433
833431862
931352970
919169494
818874502
836603842
818707282
931396145
829661802
928991938
913058143
928493822
989149202
923138846
929220072
928906671
997549546
937079370
934948947
930507741
818278462
830861742
922539855
922325006
830301402
936591604
990533814
930240427
934792203
936019005
935939151
930664766
918541934
923490876
818931972
935546826
917126941
933353907
937194854
929511174
931658247
919543906
995181312
925611204
929236955
995932601
937656076
997801334
931676881
915368638
832915432
922903107
937662068
916501838
912263061
996406148
933992071
929640241
920853102
925202711
917154686
934570219
918616381
837274192
821066212
935884268
989470450
926756338
837377242
820450892
998214637
927442183
931683403
932741210
927113848
822307132
932055171
936999395
928189562
927515911
933741958
927370743
929286057
829619342
924722509
928920577
994986775
997078330
997078306
896644742
996644693
927088290
938386080
926965425
982221277
926397036
911837722
991859926
935347874
921194854
983041124
924526327
932448734
987774630
988440809
918816232
936224520
931501216
931611593
935830729
986764151
935418860
838109632
925153680
924621311
935174759
935253446
935214025
921004737
918304460
925024678
922093504
921078528
822178952
954659623
932684616
927801191
934057813
830697322
894198362
994064061
933403882
932224488
930046426
917825491
836193962
938343373
935733626
917337837
919765062
935674557
929432592
932113252
928304906
936434002
928435059
935852706
937452063
924389532
998492718
926948040
925890138
925235067
886250312
918275525
995488949
912668355
928285251
937328990
930630292
911701960
917569142
936513999
927135469
837388082
932134357
921313314
827015482
922213240
915915833
993188921
984034652
996228428
928804933
935012724
918774459
938117993
934397592
937571569
987074019
927400227
931700693
921994605
924438312
883466632
914629349
918450920
912464288
929170806
912281477
912861066
934937120
934937384
914534534
925299081
920620361
927039257
922704163
937241658
924290102
930515477
916327900
999202586
918791507
883464982
937407629
922311994
820767942
935276543
917042713
920661874
821018072
920768784
920290582
916894546
920806465
921759371
996366324
996433943
920844979
929340302
826926872
922625115
918906290
926610082
814440222
915417795
921832974
925632090
916111576
999505511
992183225
919077689
911968924
930159212
922551545
898269132
922199922
993974404
930901741
920453236
935044677
921575661
811879312
922121974
912618390
919892463
920781217
931023365
919844116
916915985
926715526
916914776
936767451
931191306
935197996
819556822
922592233
927208148
933368300
924381124
929051483
931382845
928164209
818825072
918856463
922836116
922396590
918761268
933368513
926853945
916101902
930531863
919412356
922897387
931275178
829182092
937505299
922750610
913657063
926890735
933001229
917112711
937702752
920650430
922673837
920597912
920781616
923038973
920675743
920585450
932861852
889237112
935359481
989395734
931744682
937822642
930261629
996650383
927630869
922253811
926088378
921830327
932039613
987237163
935254329
938176949
987428317
919993790
935292476
925837350
816022932
930675725
919993847
929369661
935851661
994936093
929526678
937460481
931952269
828034812
931701088
930459615
824615152
927648725
914204364
932726734
926046357
934072391
994442805
938019541
838307922
938087407
925141232
930306231
943784299
918122486
933299651
999522424
996953076
937430876
924119020
936365442
935824443
935213568
925386715
888341692
925821225
919531525
926925873
993410489
922151954
912055744
935039932
926160737
921964773
917394091
919478063
991289127
991289100
921646445
923597573
992104228
933598373
923790489
993350990
926188577
930858358
922237247
924944439
923799753
922702055
922897522
992516844
923493212
924056207
921957068
923327851
993517410
923173498
930325686
822981992
927704870
933853624
922173435
925128325
924617527
928957462
936050751
926800337
938341052
892781362
924803479
913140125
919223510
926756729
923807497
922669481
922933529
997471466
932853965
922178488
993807117
931629107
931687050
921825846
923874844
995311321
918692940
935998298
935435331
935538432
931244558
821575532
913942914
914041244
988429015
970923780
997180801
996175057
918391983
988677132
933204502
935395143
998059747
938422486
935567645
938067104
930044989
938430675
813521792
927707888
830005412
937929420
826881402
827006602
930468193
911620502
999006434
924818522
933216969
817590152
923936343
923050981
927719118
915330193
938355568
996012379
927642123
929455614
929455568
934938003
934989058
926350900
926273981
997021126
925861456
926638823
991297073
971302488
936534112
932761084
979743858
936932444
811699632
934309316
932865475
929874706
992408766
924534796
920661912
926706543
923703330
916451407
954822532
936067786
982156068
930378305
920941168
919331720
826925922
924469013
916677391
985927006
917986924
932250020
934419871
921260717
925799564
832764922
932850753
938069352
912716457
933603237
919097914
928869768
914085292
997071956
913662814
989348809
921227639
930278173
888973192
992357010
912590178
936855814
999042147
911712490
916052553
936987281
996901122
928855287
922231184
983381359
927152622
888349472
935202051
935115469
997825934
911634120
993877379
999551807
987433973
938222444
989746375
916629966
993863165
978653022
975484548
918415858
916667639
994110888
983806619
920019862
822257062
920152201
926962000
927876604
916268408
930903450
996487024
830496882
937027796
994869086
992106964
926790706
928644278
980594882
980631443
923467165
928770273
934445724
923879595
930510408
921741154
920846475
932499819
916269919
832240842
930887374
932470004
919773200
925877727
919628286
922409129
934389786
821804302
932137046
932415429
911797992
930266809
930508268
928484025
926145827
927146037
926511130
925798150
928226735
915919936
927801027
927768356
929849353
930215104
932599546
930134082
932258935
935212367
932338319
932089688
931951157
987605197
935367816
934111524
936501761
937179243
936285139
930263672
930117382
928949648
828949632
928949567
928949575
928949605
928949583
