org_nr
916627939
933365573
934551435
988539473
989061593
826649992
922936919
995849364
925833088
929943945
986467491
994924974
927379759
979168268
995783568
819032262
935845114
923569839
818365012
928189309
922165386
935446449
986437436
933127842
931537741
998040442
988434353
931071475
932115948
936306047
837404452
934954394
935055156
936508170
935455162
935571316
938144303
930214396
936535968
994852760
995967952
997003233
930357421
934759249
926033549
937029756
932803747
825986022
934178610
926781073
925432466
924829214
937995733
928648028
934080246
934176014
921759630
925323527
938283788
932685256
937379382
925391093
812467182
926056522
930696404
935095506
934230191
934983564
835953742
980255328
913779908
935831326
931509314
995451697
834434342
922828822
933266591
933185354
989995278
830300252
938247218
994151010
986405887
999286976
927444550
923486968
923271805
916010214
837000602
921826885
934893824
917572305
919732725
993933082
935211026
937731167
928148424
922370788
929438728
929431650
912047350
922376018
919939397
929501705
935154367
912181057
827855022
926136860
932605023
932133563
929751353
983141706
919701226
933373142
929403819
919725737
989255290
926439944
925922196
993199893
992017015
993015857
926116002
825769242
912510263
936133711
937276850
921791453
821822742
921083335
917218285
926940740
937715838
930072508
936517072
937442092
920464963
989277626
954718115
991516891
918500278
980624196
892955522
999075118
997040244
918085726
933034887
932165376
989206257
916318855
925397644
916573715
993787914
935967414
983771556
925273236
924534206
998597609
884591082
919843217
914894107
984918690
926745654
932750279
929032470
815124022
912595625
989469142
985207879
985594546
913646533
813646552
937311907
985994277
914466946
912037363
984004737
920641172
926688405
996847624
983588654
935751837
935883407
930819956
999413706
920921167
992632828
926831798
936910513
938210888
980292738
923065369
930466093
917900957
917907412
919345659
925995711
928931617
990728186
990727333
914144264
988186856
893908072
885818552
996210332
917768102
924050659
815911342
922972389
913649753
936608612
928781623
988646334
988062537
912992101
993802980
983610854
819772932
998345782
993780316
913994493
922267812
996239977
988701424
983545610
987649127
986102787
814095592
923269428
897109042
986223134
994834428
992382651
913858867
987769327
993926868
914601959
921589794
997927427
893747052
995142686
916204914
819302332
917619980
991199187
994420194
993759716
926912186
913211839
919059516
937919301
998918499
918796843
995774607
984060416
918186220
896637452
912681971
993774383
990133689
813657872
894008482
913479858
995378825
923215026
918963227
993896721
998447615
897670712
994893882
915564739
995065924
911913062
993608319
911996979
918812903
986606130
987378204
989447777
998676991
987531630
916353790
928654702
925685747
919497432
994932187
917801002
994858793
923879196
918662588
919704438
919120894
987928964
984296924
925818321
918623361
998466946
917278229
987637315
983742556
912992950
826152842
993194034
999142389
925731013
830006672
999292364
991937099
995625695
919200871
